,Labels,Tweets,HS_Label
45148,0,"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!",1
45149,0,"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?",0
45150,0,"""James Comey better hope that there are no """"tapes"""" of our conversations before he starts leaking to the press!""",0
45151,0,"""...Maybe the best thing to do would be to cancel all future """"press briefings"""" and hand out written responses for the sake of accuracy???""",0
45152,0,"As a very active President with lots of things happening, it is not possible for my surrogates to stand at podium with perfect accuracy!....",0
45153,0,"Again, the story that there was collusion between the Russians &amp, Trump campaign was fabricated by Dems as an excuse for losing the election.",0
45154,0,"Yesterday, on the same day- I had meetings with Russian Foreign Minister Sergei Lavrov and the FM of Ukraine, Pavlo... https://t.co/hm4U54DCQO",0
45155,0,Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.,0
45156,0,We finally agree on something Rosie. https://t.co/BSP5F3PgbZ,0
45157,0,'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity'➡️... https://t.co/kVG8r7qZS5,0
45158,0,'Presidential Executive Order on Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure'... https://t.co/kQDBvXPekk,0
45159,0,The Democrats should be ashamed. This is a disgrace!#DrainTheSwamp https://t.co/UfbKEECm2V,1
45160,0,"Dems have been complaining for months &amp, months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!",0
45161,0,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,0
45162,0,"caught, he cried like a baby and begged for forgiveness...and now he is judge &amp, jury. He should be the one who is investigated for his acts.",0
45163,0,"years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When....",0
45164,0,"""Watching Senator Richard Blumenthal speak of Comey is a joke. """"Richie"""" devised one of the greatest military frauds in U.S. history. For....""",0
45165,0,RT @DRUDGE_REPORT: 10 SCANDALS ON DIRECTOR'S WATCH... https://t.co/dnGY08wTBP,0
45166,0,"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!",1
45167,0,"RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY, TOPS AFGHAN, IRAQ... https://t.co/i4FtSpLiHV",0
45168,0,"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI.",0
45169,0,"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!",0
45170,0,"""Cryin' Chuck Schumer stated recently, """"I do not have confidence in him (James Comey) any longer."""" Then acts so indignant.  #draintheswamp""",0
45171,0,"'Manufacturing openings, hires rise to highest levels of the recovery'https://t.co/txFZDYYIOe",0
45172,0,"It was an honor to welcome the Teachers of the Year to the WH last month. Today, we honor and thank all teachers!... https://t.co/sAUJfIZCwR",0
45173,0,"Biggest story today between Clapper &amp, Yates is on surveillance. Why doesn't the media report on this? #FakeNews!",0
45174,0,"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?",0
45175,0,Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!,0
45176,0,"""Director Clapper reiterated what everybody, including the fake media already knows- there is """"no evidence"""" of collusion w/ Russia and Trump.""",0
45177,0,"Honored to welcome Georgia Prime Minister, Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence.... https://t.co/ohXXgTNtWB",0
45178,0,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",1
45179,0,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Council.",0
45180,0,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,0
45181,0,Congratulations to @PGA_JohnDaly on his big win yesterday. John is a great guy who never gave up - and now a winner again!,0
45182,0,"RT @IsraeliPM: PM Benjamin Netanyahu at  weekly Cabinet meeting:In two weeks, Israel will host @POTUS Trump on his first trip as President...",0
45183,0,Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.,1
45184,0,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!,0
45185,0,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!,1
45186,0,RT @brunelldonald: I thought about jobs that went overseas failing schools open borders not my skin color when I voted @realDonaldTrump! I...,1
45187,0,"""RT @FoxNews: .@POTUS: """"I'm not against the media. I'm against the FAKE media."""" #CashinIn https://t.co/F7mBIj7iVL""",1
45188,0,"When will the Fake Media ask about the Dems dealings with Russia &amp, why the DNC wouldn't allow the FBI to check their server or investigate?",0
45189,0,"The reason I am staying in Bedminster, N. J., a beautiful community, is that staying in NYC is much more expensive and disruptive. Meetings!",0
45190,0,Great jobs report today - It is all beginning to work!,0
45191,0,Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!,0
45192,0,"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",0
45193,0,"JOBS, JOBS, JOBS! https://t.co/UR0eetSEnO",0
45194,0,Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great.,0
45195,0,"Rather than causing a big disruption in N.Y.C., I will be working out of my home in Bedminster, N.J. this weekend. Also saves country money!",1
45196,0,"Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2, we will have truly great healthcare!",0
45197,0,"An honor to welcome PM of Australia, @TurnbullMalcolm to America &amp, join him in marking the 75th Anniversary of the... https://t.co/foMUec7EAE",0
45198,0,"It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp, replace of ObamaCare.... https://t.co/0TnmLn55Lm",0
45199,0,"If victorious, Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!",0
45200,0,"Insurance companies are fleeing ObamaCare - it is dead. Our healthcare plan will lower premiums &amp, deductibles - and be great healthcare!",0
45201,0,"""I am watching the Democrats trying to defend the """"you can keep you doctor, you can keep your plan &amp, premiums will go down"""" ObamaCare lie.""""""",1
45202,0,"Beautiful evening with Religious Leaders here at the WH last night. Join us now for a #NationalDayofPrayer, LIVE:... https://t.co/b8j1tWZJuv",0
45203,0,"Death spiral!'Aetna will exit Obamacare markets in VA in 2018, citing expected losses on INDV plans this year'https://t.co/5YnzDitF8r",0
45204,0,"RT @foxandfriends: President Trump to sign an executive order on religious liberty today, the National Day of Prayer | @kevincorke https://...",0
45205,0,The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,1
45206,0,...allegations of unmasking Trump transition officials. Not good!,0
45207,0,"Susan Rice, the former National Security Advisor to President Obama, is refusing to testify before a Senate Subcommittee next week on.....",0
45208,0,An honor to host President Mahmoud Abbas at the WH today. Hopefully something terrific could come out it between th... https://t.co/eyHLFZbKhn,0
45209,0,It was an honor to stop by a #SchoolChoice event hosted by @VP Pence and @usedgov Secretary @BetsyDeVosED at the... https://t.co/B8VxVsYNHA,0
45210,0,...Trump/Russia story was an excuse used by the Democrats as justification for losing the election. Perhaps Trump just ran a great campaign?,0
45211,0,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,0
45212,0,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,0
45213,0,"Congratulations to the winners of the Commander-in-Chief's Trophy, the great Air Force Falcons! Watch:... https://t.co/HyxxFCfaUh",0
45214,0,"""either elect more Republican Senators in 2018 or change the rules now to 51%. Our country needs a good """"shutdown"""" in September to fix mess!""",1
45215,0,The reason for the plan negotiated between the Republicans and Democrats is that we need 60 votes in the Senate which are not there! We....,0
45216,0,"President Andrew Jackson, who died 16 years before the Civil War started, saw it coming and was angry. Would never have let it happen!",0
45217,0,"#ICYMI- On Saturday I signed two EO's to help keep jobs &amp, wealth in our country.EO1: https://t.co/XJggnJAiPi EO2:... https://t.co/2iEten4SVl",0
45218,0,"This month we celebrate the contributions of Asian Americans &amp, Pacific Islanders that enrich our Nation. https://t.co/rEJi9ahOaY",0
45219,0,"...healthcare plan is on its way. Will have much lower premiums &amp, deductibles while at the same time taking care of pre-existing conditions!",0
45220,0,You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New,1
45221,0,"The Democrats, without a leader, have become the party of obstruction.They are only interested in themselves and not in what's best for U.S.",0
45222,0,Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!,0
45223,0,I will be interviewed on @FaceTheNation this morning at 10:00 A.M. Have a great day!,0
45224,0,"RT @charliekirk11: 100 days ago a new message, leader, &amp, movement took the Oval Office! A government FOR the people BY the people. This is...",0
45225,0,"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders &amp, great optimism!",0
45226,0,"Looking forward to RALLY in the Great State of Pennsylvania tonight at 7:30. Big crowd, big energy!",0
45227,0,""".@LouDobbs just stated that """"President Trump's successes are unmatched in recent presidential history""""  Thank you Lou!""",0
45228,0,RT @foxnation: . @TuckerCarlson : #Dems Don't Really Believe #Trump Is a Pawn of #Russia - That's Just Their Political Tool  https://t.co/K...,0
45229,0,"North Korea disrespected the wishes of China &amp, its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",0
45230,0,I will be interviewed by @MarthaMaccallum on @FoxNews tonight at 7pm. Enjoy!,0
45231,0,"We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!",1
45232,0,"""RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base, Sen. Warren saying she """"was troubled by that"""" http...""",1
45233,0,"Today, I signed an Executive Order on Improving Accountability and Whistleblower Protection at the @DeptVetAffairs:... https://t.co/UQ6VNCyhlj",0
45234,0,"Presidential Memorandum for the @CommerceGov, @SecretaryRoss re: Aluminum Imports and Threats to National Security:... https://t.co/GnKoVz9GTO",0
45235,0,.@FLOTUS Melania and I were honored to welcome Argentina President @MauricioMacri and First Lady Juliana Awada to t... https://t.co/gR3EPznu1H,0
45236,0,As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!,0
45237,0,Democrats used to support border security — now they want illegals to pour through our borders.,1
45238,0,Democrats jeopardizing the safety of our troops to bail out their donors from insurance companies. It is time to put #AmericaFirst🇺🇸,1
45239,0,What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.,0
45240,0,I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,0
45241,0,I want to help our miners while the Democrats are blocking their healthcare.,0
45242,0,The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,0
45243,0,"...subject to the fact that if we do not reach a fair deal for all, we will then terminate NAFTA. Relationships are good-deal very possible!",0
45244,0,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,0
45245,0,"Democrats are trying to bail out insurance companies from disastrous #ObamaCare, and Puerto Rico with your tax dollars. Sad!",0
45246,0,"A great great honor to welcome &amp, recognize the National Teacher of the Year, as well as the Teacher of the Year fro... https://t.co/pUGl7RDoVX",0
45247,0,"Today, I signed an Executive Order on Enforcing Statutory Prohibitions on Federal Control of Education. EO:... https://t.co/YYafFQncbC",0
45248,0,"Today, I signed an Executive Order @ the U.S. Dept. of @Interior: 'Review of Designations Under the Antiquities Act... https://t.co/Eq6JDzMqTY",0
45249,0,"HAPPY BIRTHDAY to our @FLOTUS, Melania! https://t.co/rYYp51mxDQ https://t.co/np7KYHglSv",0
45250,0,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,0
45251,0,"""...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this """"judge shopping!"""" Messy system.""",1
45252,0,"""Out of our very big country, with many choices, does everyone notice that both the """"ban"""" case and now the """"sanctuary"""" case is brought in ...""",0
45253,0,"First the Ninth Circuit rules against the ban &amp, now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!",0
45254,0,'Presidential Executive Order on Promoting Agriculture and Rural Prosperity in America'Executive Order:... https://t.co/LVMjZ9Ax0U,0
45255,0,Remarks at the United States Holocaust Memorial Museum's National Days of Remembrance. Full remarks:... https://t.co/BJbI6ZtGo7,0
45256,0,"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",1
45257,0,Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,0
45258,0,Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! https://t.co/e6Uajrm8zp,0
45259,0,"Today, I signed the Holocaust Remembrance Proclamation: https://t.co/762SqgdLMV #ICYMI- My statement last night at... https://t.co/vrqqFDi8En",0
45260,0,"If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!",0
45261,0,Join me in congratulating @NASA's @AstroPeggy by using the hashtag #CongratsPeggy! Earlier today:... https://t.co/AUdJgxXiT4,0
45262,0,"....the wall is not built, which it will be, the drug situation will NEVER be fixed the way it should be!#BuildTheWall",1
45263,0,#CongratsPeggy! https://t.co/e1q36nKT8g,0
45264,0,The Wall is a very important tool in stopping drugs from pouring into our country and poisoning our youth (and many others)! If,0
45265,0,"The two fake news polls released yesterday, ABC &amp, NBC, while containing some very positive info, were totally wrong in General E. Watch!",0
45266,0,"...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me &amp, 53% said strong leader.",0
45267,0,New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....,1
45268,0,"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",0
45269,0,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,1
45270,0,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,1
45271,0,Very interesting election currently taking place in France.,0
45272,0,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,0
45273,0,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",0
45274,0,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,0
45275,0,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!,0
45276,0,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,0
45277,0,RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis https://t.co/v2C9oaq3uY,0
45278,0,"RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/...",0
45279,0,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first to... https://t.co/UZPKjqoGZY",0
45280,0,'Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' Executive Order:... https://t.co/dpE6hDzlAt,0
45281,0,"RT @Scavino45: .@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, &amp, Dina Powell in the Oval Office today w/ Aya &amp, her brother Basel.#W...",0
45282,0,"WELCOME HOME, AYA!#GodBlessTheUSA🇺🇸 https://t.co/CR4I8dvunc",0
45283,0,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",0
45284,0,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp, it has been a lot (including S.C.), media will kill!",0
45285,0,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,1
45286,0,RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h...,0
45287,0,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference... https://t.co/lJAvEZJV1F,0
45288,0,"We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ➡️... https://t.co/QYjWx9K4YY",1
45289,0,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",0
45290,0,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!... https://t.co/tQ5XEPaIxn,0
45291,0,"Today I signed the Veterans (OUR HEROES) Choice Program Extension &amp, Improvement Act @ the @WhiteHouse. #S544 Watch... https://t.co/0sMv4sPrmf",0
45292,0,#BuyAmericanHireAmerican🇺🇸 https://t.co/JPEXQTVR1E,0
45293,0,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.,0
45294,0,"""Despite major outside money, FAKE media support and eleven Republican candidates, BIG """"R"""" win with runoff in Georgia. Glad to be of help!""",0
45295,0,#BuyAmericanHireAmerican🇺🇸Watch➡️https://t.co/AUqYcrgeyn https://t.co/rf9aivVb7g,0
45296,0,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!",0
45297,0,"Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp, 2nd A.",0
45298,0,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO",1
45299,0,I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy!,0
45300,0,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!,1
45301,0,"""With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote """"R"""" for lower taxes &amp, safety!""",0
45302,0,See you tomorrow Wisconsin!'Trump spurs small-business optimism in Milwaukee area'https://t.co/JUxhO3oqjO,0
45303,0,TRUMP APPROVAL HITS 50%https://t.co/vjZkGTyQb9,0
45304,0,RT @DRUDGE_REPORT: TRUMP APPROVAL HITS 50% https://t.co/TruX3WzR3U,0
45305,0,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!",0
45306,0,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,0
45307,0,"""A great book for your reading enjoyment: """"REASONS TO VOTE FOR DEMOCRATS"""" by Michael J. Knowles.""",0
45308,0,"""""""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"""" So true. @foxandfriends""",0
45309,0,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!",0
45310,0,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!",1
45311,0,Someone should look into who paid for the small organized rallies yesterday. The election is over!,0
45312,0,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?,0
45313,0,Happy Easter to everyone!,0
45314,0,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,1
45315,0,RT @FLOTUS: Looking forward to hosting the annual Easter Egg Roll at the @WhiteHouse on Monday! https://t.co/nz7vucugx9,0
45316,0,RT @DRUDGE_REPORT: GREAT AGAIN: FEDS ARREST MURDER SUSPECT IN 'FAST AND FURIOUS' SCANDAL... https://t.co/clOLxTE3D4,0
45317,0,It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon! https://t.co/ZtC14AJ0xs,0
45318,0,"Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp, there will be lasting peace!",0
45319,0,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A.",1
45320,0,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!",0
45321,0,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!",1
45322,0,'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews https://t.co/d6daCFZHNh,0
45323,0,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst,1
45324,0,"Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share &amp, focus on... https://t.co/G9TdjWezmH",0
45325,0,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily &amp, predicted victory!",0
45326,0,Had a very good call last night with the President of China concerning the menace of North Korea.,0
45327,0,I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy!,0
45328,0,"Great Strategic &amp, Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States.... https://t.co/pmGIL08OpP",0
45329,0,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare &amp, Tax Cuts (Reform).",0
45330,0,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them!  U.S.A.",1
45331,0,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,0
45332,0,RT @foxnation: Grateful Syrians React To @realDonaldTrump Strike: 'I'll Name My Son Donald' https://t.co/7KexXsXLUx #SyrianStrikes,0
45333,0,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach",0
45334,0,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ... https://t.co/RM9lfTaePS,0
45335,0,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq,0
45336,0,...confidence that President Al Sisi will handle situation properly.,0
45337,0,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,0
45338,0,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,0
45339,0,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,1
45340,0,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",0
45341,0,"...goodwill and friendship was formed, but only time will tell on trade.",0
45342,0,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,0
45343,0,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official...,0
45344,0,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP... https://t.co/u5AI1pupVV",0
45345,0,"JOBS, JOBS, JOBS!https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE",0
45346,0,"I am deeply committed to preserving our strong relationship &amp, to strengthening America's long-standing support for... https://t.co/GxrOR3ALCE",0
45347,0,"Great to talk jobs with #NABTU2017. Tremendous spirit &amp, optimism - we will deliver! https://t.co/6lRuQZZHrc",0
45348,0,"Thank you Sean McGarvey &amp, the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017... https://t.co/dJlZvlq6Tj",0
45349,0,.@WhiteHouse #CEOTownHall➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H,0
45350,0,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,0
45351,0,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe... https://t.co/9mRaGvcPHz,0
45352,0,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th... https://t.co/QLC0qFD94x,0
45353,0,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",0
45354,0,""".@FoxNews from multiple sources: """"There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."""" @FBI""",1
45355,0,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,1
45356,0,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,0
45357,0,"""Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. """"Spied on before nomination."""" The real story.""",1
45358,0,"Melania and I are honored to light up the @WhiteHouse this evening, for #WorldAutismAwarenessDay. Join us &amp, #LIUB.... https://t.co/tR3hqqyWvv",0
45359,0,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,1
45360,0,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",0
45361,0,"Anybody (especially  Fake News media) who thinks that Repeal &amp, Replace of ObamaCare is dead does not know the love and strength in R Party!",0
45362,0,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7,0
45363,0,"""..not associated with Russia. Trump team spied on before he was nominated."""" If this is true, does not get much bigger. Would be sad for U.S.""",0
45364,0,"""Wow, @FoxNews just reporting big news. Source: """"Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....""",0
45365,0,"""...use subsidies to buy health plans."""" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.""",0
45366,0,"""The failing @nytimes finally gets it - """"In places where no insurance company offers plans, there will be no way for ObamaCare customers to..""",0
45367,0,RT @DanScavino: .@POTUS @realDonaldTrump signs executive orders on trade that will set the stage for revival in American manufacturing. #Am...,1
45368,0,"""It is the same Fake News Media that said there is """"no path to victory for Trump"""" that is now pushing the phony Russia story. A total scam!""",0
45369,0,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,0
45370,0,"We are going to defend our industry &amp, create a level playing field for the American worker. It is time to put... https://t.co/dzPKJMghj1",0
45371,0,'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️... https://t.co/cVWXOa1MjY,0
45372,0,It is an exciting time for our country!#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq,0
45373,0,#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3,0
45374,0,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG",0
45375,0,"It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes... https://t.co/N1g0TiVnSp",0
45376,0,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp, Dems, of historic proportion!",0
45377,0,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸... https://t.co/cxhgYaxiek,0
45378,0,...and job losses. American companies must be prepared to look at other alternatives.,0
45379,0,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,0
45380,0,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?#RepealANDReplace #Obamacare",1
45381,0,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp, reform.",0
45382,0,"If @RepMarkMeadows, @Jim_Jordan and Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp, reform.",0
45383,0,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ,0
45384,0,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi,0
45385,0,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp, fast. We must fight them, &amp, Dems, in 2018!",1
45386,0,Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.#ThankAVeteran... https://t.co/deOHapcV4J,0
45387,0,.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.... https://t.co/phLPw8lgTu,0
45388,0,Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️... https://t.co/ooF2ediqSt,0
45389,0,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,0
45390,0,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",0
45391,0,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?,0
